index,review_title,rating
15085,Excellent family holiday,8.8
15086,Lovely,7
15087,"Nice hotel, very quiet, walking distance from the sea shore, children-friendly.",9
15088,Very good,8.3
15089,Journey memories,7.1
15090,Exceptional,9.6
15091,Memorial trip,7.9
15092,Passable,5
15093,Superb,9
15094,Exceptional,10
15095,Exceptional,10
15096,Very good,8
15097,Good,7.1
15098,Very good,8
15099,Good,7
15100,"Nice, good price",8.3
15101,Good,7.1
15102,Poor,3.3
15103,"Had a great last-minute price. At full price, the value for money level would be lower.",7
15104,Good value for money,8
15105,The hotel fullfilled our expectations.,8.8
15106,Amazing breakfast!!,9
15107,Good,7.5
15108,Superb,9
15109,Good,7.5
15110,Exceptional,9.6
15111,Superb,9.2
15112,“The name of the rose - Living in a monastery”,9.6
15113,Good,7
15114,Perfect stay in a beautiful city,9
15115,Very good option right in the heart of the historic centre of Ghent,8
15116,good,7
15117,Good,7.1
15118,not recommended,5
15119,Superb,9
15120,Very good,8
15121,Very good,8.3
15122,Very good,8.3
15123,Good,7.9
15124,Very poor,1
15125,Exceptional,10
15126,Good,7.5
15127,Superb,9.2
15128,Super Location & Facilities for a Winter Weekend in Gent!,8
15129,Superb,9.2
15130,A very enjoyable trip to Antwerp,9
15131,Very good,8
15132,Very pleasant.,7
15133,Exceptional,9.6
15134,Expensive for what this is. Decor is from the 1990's. Staff rude. Good play and swim areas.,5.4
15135,Home away from home,9
15136,Fabulous,8.8
15137,"Nice staff, great location",7.9
15138,The stay was pleasent just a lack of information.,6
15139,Very good,8.3
15140,Superb,9.2
15141,"Great location and facilities, big and comfy enough",9
15142,Exceptional,10
15143,Very good,8
15144,Nice place to stay close to Bruxelles city center,8.3
15145,Superb,9
15146,Very good,8
15147,Perfect for limited budget,8
15148,I am satisfied,10
15149,Park inside transport system needs to be developed.,2.5
15150,Very friendly and kind staff,8.3
15151,Fabulous,8.8
15152,Very good,8.3
15153,Excellent choice to stay!,10
15154,Pleasant stay,9.2
15155,Superb,9.2
15156,Exceptional,10
15157,Exceptional,10
15158,"A magical hotel in the centre of Ghent. A super room, a quiet location and a fabulous breakfast.",9
15159,Good,7
15160,Very relaxing,9
15161,Perfect stay in Gent,9
15162,Good,7.5
15163,Pleasant,6
15164,Great area to stay in and relax!,9.6
15165,Very good,8
15166,Good,7.5
15167,Very good,8.3
15168,Superb,9
15169,Very good,8.3
15170,Superb,9.2
15171,Exceptional,10
15172,Exceptional,9.6
15173,Good,7
15174,Very good,8.3
15175,Good,7
15176,Good,7
15177,"It was ok, but for such a price I would definitely expect more.",7.9
15178,Basic standard,6.7
15179,Poor customer service,2.5
15180,Cosy with home feeling ambience and home comfort.,8
15181,"Excellent facilities very good value, great location",8.3
15182,Good,7.5
15183,Great hotel at great location.,9
15184,Good place for a weekend visit to Ypres.,8.3
15185,Exceptional,10
15186,Good,8
15187,Exceptional,10
15188,Excellent Location.,7.9
15189,Fabulous,8.8
15190,Excellent and comfortable hotel in the centre,9.6
15191,Good,7
15192,Good,7.9
15193,Very good,8
15194,Very good,8
15195,"Beautiful and quite place, good breakfast!",8.3
15196,Fabulous,8.8
15197,"Very good location, staff were friendly and willing to help.",8.3
15198,Superb,9
15199,Good,7.5
15200,Exceptional,10
15201,Very continent place to stay,9
15202,Exceptional,10
15203,Very good,8
15204,Pleasant,6.7
15205,Superb,9.2
15206,Very good,8
15207,Good,7.5
15208,Good,7.5
15209,Good,7.1
15210,Superb,9.2
15211,Very good,8.3
15212,Nice hotel good location but very expensive for food/drinks (€29 for breakfast),8.3
15213,Exceptional,10
15214,Very quaint little hotel in perfect location,9
15215,Okay,5.8
15216,Great place to stay,10
15217,Exceptional,9.6
15218,The Monasterium worked out very well for our stay in Ghent.,9
15219,Very good,8.3
15220,Pleasant,6.7
15221,Great Pet Friendly Stay!,9
15222,Good,7.5
15223,Good,7
15224,Good,7.5
15225,Superb,9
15226,Good,7.5
15227,Awesome,8.8
15228,Exceptional,10
15229,"Ideal for eating out, museum and Menin gate five minutes away",7.5
15230,Exceptional,10
15231,My first stay in Motel One,8
15232,Superb,9.2
15233,Good,7.9
15234,Great location!,8.3
15235,Superb,9
15236,Very good,8.3
15237,Exceptional,9.6
15238,Superb,9.2
15239,Superb,9.2
15240,Very good,8.3
15241,Good,7.5
15242,Very good,8.3
15243,Perfect location.,7.9
15244,Superb,9
15245,An excellent choice in Brussels,10
15246,Good,7.9
15247,Expected more comfort,6.7
15248,Superb,9
15249,Superb,9.2
15250,Very good,8.3
15251,They don’t know how to talk with their clients.,7.1
15252,Pleasant,6.7
15253,Nice hotel but don't. Like being up so high (29 floors high),7.9
15254,Very good,8
15255,Great place to base yourself to explore Ieper and the surrounding battlefield areas.,8.3
15256,Pleasant,6
15257,"Good Stay, Well Sleep.",9.6
15258,Exceptional,10
15259,Great boutique hotel - fantastic breakfast,8.3
15260,Good,7
15261,Good,7.1
15262,Fabulous,8.8
15263,lovely hotel with comfortable beds,9.6
15264,Pleasant,6
15265,Close to city center and train stations including metro. Very helpful staff.,9.2
15266,Good,7
15267,Pleasant,6.7
15268,Very good,8.3
15269,Nice reasonably priced hotel in a central Brussels,9
15270,Good,7.9
15271,Good,7.9
15272,"Lovely location, easy to find, friendly staff, room was great in relation to the price, good deal.",8
15273,would go again,9.2
15274,Exceptional,10
15275,"Comfortable stay in a very warm, welcoming place.",8.8
15276,Exceptional,10
15277,Fabulous,8.8
15278,Good,7.9
15279,Good,7.9
15280,Exceptional,9.6
15281,Superb,9.2
15282,Perfectly located modern hotel for a short stay,7.9
15283,Very good,8
15284,Good,7.9
15285,Exceptional,10
15286,Friendly and comfortable,9.6
15287,Exceptional,9.6
15288,Very good,8.3
15289,Good base for what we wAnted to do,7.1
15290,Fabulous,8.8
15291,Very good quality for this price,10
15292,Fabulous,8.8
15293,Fabulous,8.8
15294,"Great location, but still an Ibis",7
15295,Very good,8.3
15296,Pleasant,6.7
15297,Good,7.9
15298,Exceptional,10
15299,Superb,9.2
15300,Good,7.5
15301,"Overall, a very pleasant one-night stay!",9
15302,Good,7.5
15303,Great hotel in a great location with lovely service.,7.5
15304,Very good choice for a short break.,7
15305,Good,7.5
15306,Passable,5
15307,Superb,9.2
15308,Exceptional,10
15309,Good,7.5
15310,Very nice stay at Ibis hotel in center of Gent!,8
15311,Great for what it is.,8.8
15312,Exceptional,10
15313,Exceptional,9.6
15314,Exceptional,9.6
15315,Wonderful,9
15316,Perfect Location in the city center,9
15317,"Value for Money, close to the office",9.2
15318,Pleasant,6.7
15319,It was okay but only for staying one night.,7.1
15320,Exceptional,10
15321,Good,7.5
15322,Ideal for tourists,8
15323,Very good,8.3
15324,Pleasant,6.7
15325,Exceptional,10
15326,A very enjoyable break in a lovely city,9.2
15327,"Okay, but not tall people friendly",8
15328,Good Ibis in Brussels.,8.3
15329,Superb,9.2
15330,Pleasant,6.7
15331,Very good,8
15332,Superb,9
15333,Good,7
15334,Passable,5
15335,Exceptional,9.6
15336,3 Nights at One Motel Brussels,7.9
15337,Exceptional,10
15338,"The hotel is nice located only 6 minutes walk from central station, 2 minutes to the cathedral and 10 minutes to down to",9.2
15339,Good,7.9
15340,"Good, clean and affordable place in an interesting quarter - worth exploring!",8
15341,Exceptional,10
15342,"A perfect stay, where everything exceeded out expectations - we will be back.",10
15343,Superb,9
15344,WW1 touring,8.8
15345,Very good,8
15346,Exceptional,9.6
15347,Perfect and worth repeating.,9
15348,Passable,5
15349,The perfect weekend,10
15350,Brussels New Year Break,9.2
15351,"Good times, enjoy Ieper",7.9
15352,Superb,9
15353,Passable,5
15354,Brussels is definitely worth a visit!!!,5.8
15355,Bike packing,9
15356,Poor,3.8
15357,"Wonderful stay in a beautiful place. Warmest welcome, nice surroundings and best homemade breakfast",10
15358,Waking up with the sound of the birds. ,
15359,Best homemade breakfast ever. ,
15360,Friendly welcome.,
15361,Good,7.9
15362,Very comfortable and enjoyable,9.2
15363,Ideal for Sportpaleis event/show,9.6
15364,Exceptional,9.6
15365,Exceptional,10
15366,Superb,9
15367,Pleasant,6.3
15368,Exceptional,10
15369,Superb,9.2
15370,Enjoyable,9.2
15371,Superb,9.2
15372,Exceptional,9.6
15373,Fabulous,8.8
15374,Very good,8
15375,Exceptional,10
15376,The perfect one,10
15377,Perfect for a nice weekend in Wallonia.,9
15378,Pleasant,6.7
15379,Must go,10
15380,Comfortable stay,8
15381,Superb,9.2
15382,Very good,8
15383,Exceptional,10
15384,Superb,9.2
15385,Fabulous,8.8
15386,Exceptional,10
15387,Pleasant,6.7
15388,Exceptional,10
15389,Passable,5
15390,A nearly English quirky home on the continent,9.6
15391,Exceptional,10
15392,Thoroughly enjoyed our stay there!,8.3
15393,"Modern, clean place at a decent location",7.5
15394,Exceptional,9.6
15395,Excellent Ghent stay,8.3
15396,"Trying to be hip, great location",8.3
15397,Good,7.5
15398,Very good,8
15399,Excellent choice!!,10
15400,Great hotels with tons of amenities. Could spend your day inside :D,10
15401,5 days at Corbion,9
15402,Passable,5.4
15403,Exceptional,10
15404,Very good,8
15405,Basic but good service.,7.1
15406,Superb,9.2
15407,Exceptional,10
15408,Very good value for money in a great location,7
15409,Fabulous,8.8
15410,Top!,10
15411,Good,7.9
15412,Very good,8
15413,"A thoroughly enjoyable stay in a beautiful, comfortable room. Would recommend!",9
15414,Living like in an old flamish painting,9.6
15415,Superb,9
15416,excellent could not be better,10
15417,Very good,10
15418,A good place for family celebrations,10
15419,Pleasant,6.3
15420,Exceptional,10
15421,Fabulous,8.8
15422,Really good stay.,7.9
15423,Great for our purpose.,8.8
15424,Exceptional,10
15425,Bright light on the top floor,10
15426,Great,8
15427,Good,7.1
15428,Great place to stay!,10
15429,I love this location and studio!,7.9
15430,Great great holiday for the family,9
15431,"Excellent, will definitely come again.",9
15432,Fascinating and very different location we would use again.,8.8
15433,Good,7.5
15434,Perfect stay...,10
15435,Exceptional,10
15436,Exceptional,10
15437,Pleasant,6.7
15438,A step back in time that was DELIGHTFUL!,10
15439,Decent chain of hotels,8.8
15440,just needed a place for the night in Ypres.,6.7
15441,It served its purpose.,7.1
15442,Exceptional,10
15443,"Perfect for two, sunny terrace",10
15444,Gent is marvellous!,8
15445,Superb,9.2
15446,Exceptional,10
15447,"A very nice designed studio, very efficient and spacious with great views of the beach.",9.2
15448,I would recommend to someone looking for a relaxing weekend.,8.3
15449,Lovely B&B in a historic building,8.8
15450,Excellent venue for a short stay in Ghent — highly recommended!,8.8
15451,Good,7.9
15452,Pleasant,6.7
15453,Exceptional,10
15454,Perfect,10
15455,Passable,5
15456,Haven of peace,10
15457,Fantastic Hotel,10
15458,good location to visit MEnin Gate and WWI memorials.,8.3
15459,Superb,9
15460,Exceptional,10
15461,"Such a lovely place to stay, looking forward to returning!",9
15462,Very good,8
15463,Exceptional,10
15464,Heaven on Earth!,10
15465,Good,7
15466,Lovely relaxing family break with great activities to suit all ages,8.3
15467,Good,7.5
15468,Great location and spacious room,9.2
15469,Very good,8.3
15470,Disappointing,3.8
15471,Uncomfortable! Glad it was only one night.,5.8
15472,The whole experience was superb.,10
15473,Pleasant,6.7
15474,"Great location for walking, sightseeing, relaxing.",10
15475,Great stay,10
15476,Soggy morning.,7.5
15477,Fabulous,8.8
15478,Exceptional,10
15479,"Excellent, convenient stay at Ieper center, far better than a Hotel.",10
15480,Superb,9.2
15481,Overpriced low service hotel - well located,4.6
15482,Exceptional,10
15483,Superb,9
15484,Great fun at a fraction of the price of the UK Parcs,8.8
15485,Exceptional,9.6
15486,We enjoyed our stay!,7.5
15487,Fabulous,8.8
15488,Excellent experience and definitely value for your money.,10
15489,Exceptional,10
15490,the food was 1st class and staff helpful and friendly the breakfast had much variety,9.6
15491,Pleasant,6.7
15492,Absolutely perfect,10
15493,Exceptional,10
15494,Very central location.,7.9
15495,Great stay - Well worth the money and expectations,9.2
15496,Exceptional,9.6
15497,"Excellent, Cosy and much better than just a hotel room",10
15498,Very good,8.3
15499,"Relaxing, calm, artistic, chic, beautiful, kind, smiling¡",10
15500,Exceptional,10
15501,Very good,8
15502,"Clean accomadtion in a nice setting, Aqua Mondo was great, exepensive food, App didn't work.",7.5
15503,Exceptional,10
15504,Interesting former monastery. Comfortable rooms and great bathrooms. Convenient but pricey parking,8.3
15505,Good,7.1
15506,"Beautiful property, excellent food in restaurant",9
15507,Exceptional,10
15508,"A great small hotel, where will go again as soon as we can.",10
15509,Okay,5.8
15510,Exceptional,10
15511,Good,7.5
15512,Very good,8.3
15513,Superb,9.2
15514,Exceptional,9.6
15515,Perfect  Apartment  in a Wonderful  Town,10
15516,Very good,8.3
15517,Exceptional,10
15518,Very good,8.3
15519,Superb,9.2
15520,We had a great time and didn’t want to leave.,8.8
15521,Fabulous,8.8
15522,Nice atmospheric hotel,7.9
15523,Good,7.5
15524,"Pleasant stay, fair price and hospital people.",7
15525,Great,10
15526,"Superb hotel, delicious food for a perfect short holiday.",8.8
15527,Passable,5.5
15528,Exceptional,10
15529,Superb,9
15530,Great location,7.9
15531,Good,7.5
15532,Exceptional,10
15533,Penthouse apartment in Ypres,10
15534,Strongly recommend,9.6
15535,Passable,5
15536,Exceptional,10
15537,Great vacation where you never have to leave the grounds.,7.5
15538,Overall I had a pleasant and enjoyable stay,7.9
15539,Wonderful Experience,9.6
15540,Fabulous,8.8
15541,Good,7.9
15542,Do u want to wake up at 7.30 with the reconstruction noise on your holiday...this is the right place,2.5
15543,Exceptional,10
15544,Passable,5.4
15545,Superb country relax,9.6
15546,Nice lobby but small room,7.5
15547,Square deal hotel,7.9
15548,Fabulous,8.8
15549,Very poor,2.5
15550,Perfection,10
15551,Ideal spot for a city tour,8
15552,"Great staff, great location but the facilities for the amount paid were underwhelming",6
15553,Superb,9
15554,Very poor,1
15555,Fabulous,8.8
15556,Superb,9.2
15557,Good,7.5
15558,Exceptional,9.6
15559,Passable,5.4
15560,Exceptional,10
15561,Okay,5.8
15562,Superb,9.2
15563,Superb,9
15564,Basic,7.1
15565,Very good,8.3
15566,"I will definitely come back with family. The hotel is very nice, staff is extremely professional.",10
15567,A gem of an apartment in a perfect location,10
